SeqNo,Date,UTC Time,MES, R_Run, S_S, VN, UR_V, L_OP1I, L_OP1O, L_OP2I, L_OP2O, DI, DO, J_V_0, J_V_1, J_V_2, J_V_3, J_V_4, J_V_5, J_P_0, J_P_1, J_P_2, J_P_3, J_P_4, J_P_5, J_C_0, J_C_1, J_C_2, J_C_3, J_C_4, J_C_5, TCP_F_0, TCP_F_1, TCP_F_2, TCP_T_0, TCP_T_1, TCP_T_2,Label
60,8/14/2022,45:29.8,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-8.99E-02,1.08E-01,-5.69E-02,-1.83E+00,7.00E-01,-2.37E-01,2.52E+00,1.78E+00,-1.91E+00,2.03E-02,-4.10E-02,-2.94E-01,Normal
61,8/14/2022,45:30.3,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-7.71E-02,1.11E-01,-7.04E-02,-1.74E+00,5.72E-01,-2.45E-01,2.49E+00,1.45E+00,-1.61E+00,2.44E-02,-3.55E-02,-2.82E-01,Normal
62,8/14/2022,45:30.8,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-8.53E-02,1.12E-01,-6.09E-02,-1.80E+00,6.19E-01,-2.62E-01,2.67E+00,1.59E+00,-1.83E+00,2.28E-02,-3.94E-02,-2.93E-01,Normal
63,8/14/2022,45:31.3,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-1.02E-01,9.71E-02,-5.28E-02,-1.72E+00,6.69E-01,-2.85E-01,2.57E+00,1.64E+00,-1.55E+00,2.11E-02,-3.62E-02,-2.86E-01,Normal
64,8/14/2022,45:31.8,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-5.00E-02,8.78E-02,-6.42E-02,-1.82E+00,6.75E-01,-2.61E-01,2.76E+00,1.61E+00,-1.59E+00,2.15E-02,-3.80E-02,-2.89E-01,Normal
65,8/14/2022,45:32.3,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-6.72E-02,8.57E-02,-4.02E-02,-1.82E+00,6.13E-01,-2.70E-01,2.63E+00,1.35E+00,-1.61E+00,2.65E-02,-3.50E-02,-2.84E-01,Normal
66,8/14/2022,45:32.8,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-4.66E-02,1.08E-01,-5.17E-02,-1.71E+00,6.95E-01,-2.54E-01,2.71E+00,1.42E+00,-1.69E+00,2.77E-02,-3.99E-02,-2.94E-01,Normal
67,8/14/2022,45:33.3,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-6.61E-02,9.21E-02,-3.31E-02,-1.77E+00,5.93E-01,-2.34E-01,2.49E+00,1.50E+00,-1.52E+00,2.66E-02,-3.43E-02,-2.86E-01,Normal
68,8/14/2022,45:33.8,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-6.65E-02,1.05E-01,-4.38E-02,-1.76E+00,6.55E-01,-2.94E-01,2.82E+00,1.62E+00,-1.71E+00,2.25E-02,-4.20E-02,-2.90E-01,Normal
69,8/14/2022,45:34.3,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-5.65E-02,7.99E-02,-5.86E-02,-1.69E+00,6.28E-01,-2.56E-01,2.87E+00,2.05E+00,-2.29E+00,1.25E-02,-5.46E-02,-2.99E-01,Normal
70,8/14/2022,45:34.8,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-6.04E-02,9.14E-02,-4.89E-02,-1.78E+00,6.54E-01,-2.47E-01,2.84E+00,1.85E+00,-1.83E+00,1.77E-02,-4.23E-02,-2.94E-01,Normal
71,8/14/2022,45:35.3,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-7.31E-02,1.09E-01,-5.01E-02,-1.74E+00,6.08E-01,-2.84E-01,2.72E+00,1.67E+00,-1.70E+00,2.29E-02,-3.96E-02,-2.92E-01,Normal
72,8/14/2022,45:35.8,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-7.18E-02,1.05E-01,-5.83E-02,-1.65E+00,6.29E-01,-2.67E-01,2.67E+00,1.61E+00,-1.91E+00,2.48E-02,-4.57E-02,-2.90E-01,Normal
73,8/14/2022,45:36.3,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-7.08E-02,8.80E-02,-6.90E-02,-1.77E+00,6.80E-01,-2.58E-01,2.43E+00,1.64E+00,-1.60E+00,2.31E-02,-3.82E-02,-2.84E-01,Normal
74,8/14/2022,45:36.8,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-5.30E-02,8.01E-02,-5.43E-02,-1.77E+00,6.90E-01,-2.89E-01,2.63E+00,1.30E+00,-1.66E+00,3.19E-02,-3.87E-02,-2.85E-01,Normal
75,8/14/2022,45:37.3,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-7.09E-02,1.01E-01,-3.30E-02,-1.78E+00,6.33E-01,-2.91E-01,2.70E+00,1.59E+00,-1.84E+00,2.44E-02,-4.37E-02,-2.94E-01,Normal
76,8/14/2022,45:37.8,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-5.34E-02,9.71E-02,-5.29E-02,-1.81E+00,6.28E-01,-2.58E-01,2.55E+00,1.57E+00,-1.73E+00,2.39E-02,-4.29E-02,-2.92E-01,Normal
77,8/14/2022,45:38.3,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-6.79E-02,1.06E-01,-3.60E-02,-1.72E+00,6.65E-01,-2.65E-01,2.49E+00,1.24E+00,-1.53E+00,3.01E-02,-3.64E-02,-2.88E-01,Normal
78,8/14/2022,45:38.8,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-7.31E-02,6.80E-02,-5.95E-02,-1.77E+00,5.77E-01,-2.46E-01,2.71E+00,1.77E+00,-2.01E+00,2.35E-02,-5.09E-02,-2.96E-01,Normal
79,8/14/2022,45:39.3,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-8.57E-02,7.48E-02,-4.29E-02,-1.76E+00,6.75E-01,-2.44E-01,2.54E+00,1.78E+00,-2.02E+00,2.27E-02,-4.74E-02,-2.94E-01,Normal
80,8/14/2022,45:39.8,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-8.91E-02,1.02E-01,-5.64E-02,-1.87E+00,6.80E-01,-2.92E-01,2.61E+00,1.56E+00,-1.71E+00,2.59E-02,-3.93E-02,-2.88E-01,Normal
81,8/14/2022,45:40.3,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-7.42E-02,1.10E-01,-4.11E-02,-1.81E+00,6.23E-01,-2.61E-01,2.72E+00,1.71E+00,-1.80E+00,2.27E-02,-4.41E-02,-2.95E-01,Normal
82,8/14/2022,45:40.8,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-7.58E-02,1.32E-01,-4.50E-02,-1.82E+00,6.29E-01,-2.56E-01,2.57E+00,1.35E+00,-1.63E+00,3.04E-02,-3.78E-02,-2.81E-01,Normal
83,8/14/2022,45:41.3,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-7.00E-02,7.56E-02,-3.60E-02,-1.74E+00,7.01E-01,-2.55E-01,2.78E+00,1.53E+00,-1.83E+00,2.56E-02,-4.49E-02,-2.95E-01,Normal
84,8/14/2022,45:41.8,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-4.71E-02,8.91E-02,-4.60E-02,-1.71E+00,6.96E-01,-2.49E-01,2.73E+00,1.86E+00,-2.07E+00,1.63E-02,-4.86E-02,-3.00E-01,Normal
85,8/14/2022,45:42.3,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-8.00E-02,9.04E-02,-4.71E-02,-1.79E+00,7.01E-01,-2.70E-01,2.48E+00,1.49E+00,-1.46E+00,2.71E-02,-3.58E-02,-2.87E-01,Normal
86,8/14/2022,45:42.8,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-8.16E-02,1.14E-01,-2.80E-02,-1.76E+00,7.10E-01,-2.19E-01,2.61E+00,1.55E+00,-1.44E+00,2.47E-02,-3.34E-02,-2.84E-01,Normal
87,8/14/2022,45:43.3,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-4.48E-02,9.90E-02,-2.71E-02,-1.70E+00,6.54E-01,-2.63E-01,2.68E+00,1.89E+00,-2.07E+00,1.88E-02,-5.02E-02,-2.99E-01,Normal
88,8/14/2022,45:43.8,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-7.38E-02,7.64E-02,-3.39E-02,-1.72E+00,6.65E-01,-3.35E-01,2.55E+00,1.63E+00,-1.65E+00,2.31E-02,-3.60E-02,-2.89E-01,Normal
89,8/14/2022,45:44.3,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-6.34E-02,1.11E-01,-1.86E-02,-1.75E+00,6.44E-01,-2.56E-01,2.67E+00,1.39E+00,-1.76E+00,3.09E-02,-4.16E-02,-2.87E-01,Normal
90,8/14/2022,45:44.8,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-6.42E-02,1.11E-01,-3.18E-02,-1.73E+00,6.65E-01,-2.71E-01,2.52E+00,1.40E+00,-1.57E+00,2.99E-02,-3.83E-02,-2.85E-01,Normal
91,8/14/2022,45:45.3,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-9.48E-02,1.16E-01,-3.73E-02,-1.79E+00,6.79E-01,-2.15E-01,2.54E+00,1.54E+00,-1.67E+00,2.79E-02,-3.79E-02,-2.94E-01,Normal
92,8/14/2022,45:45.8,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-7.93E-02,7.76E-02,-5.23E-02,-1.74E+00,6.59E-01,-2.83E-01,2.58E+00,1.85E+00,-2.06E+00,2.04E-02,-4.99E-02,-3.00E-01,Normal
93,8/14/2022,45:46.3,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-6.82E-02,9.77E-02,-3.33E-02,-1.73E+00,6.49E-01,-3.17E-01,2.56E+00,1.41E+00,-1.73E+00,2.79E-02,-4.03E-02,-2.91E-01,Normal
94,8/14/2022,45:46.8,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-8.33E-02,1.11E-01,-4.92E-02,-1.76E+00,6.75E-01,-2.24E-01,2.61E+00,1.66E+00,-1.72E+00,2.02E-02,-4.29E-02,-2.86E-01,Normal
95,8/14/2022,45:47.3,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-8.01E-02,1.15E-01,-2.38E-02,-1.73E+00,6.28E-01,-3.31E-01,2.49E+00,1.59E+00,-1.57E+00,2.30E-02,-3.66E-02,-2.88E-01,Normal
96,8/14/2022,45:47.8,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-5.91E-02,9.73E-02,-2.38E-02,-1.78E+00,6.85E-01,-2.77E-01,2.67E+00,1.68E+00,-1.70E+00,2.38E-02,-4.23E-02,-2.92E-01,Normal
97,8/14/2022,45:48.3,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-5.61E-02,8.35E-02,-3.83E-02,-1.77E+00,7.37E-01,-2.09E-01,2.39E+00,1.43E+00,-1.45E+00,2.89E-02,-3.44E-02,-2.87E-01,Normal
98,8/14/2022,45:48.8,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-6.09E-02,1.16E-01,-6.23E-02,-1.77E+00,6.75E-01,-2.54E-01,2.39E+00,1.44E+00,-1.59E+00,2.87E-02,-3.77E-02,-2.83E-01,Normal
99,8/14/2022,45:49.3,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-6.85E-02,1.05E-01,-4.18E-02,-1.83E+00,6.80E-01,-2.90E-01,2.55E+00,1.57E+00,-1.78E+00,2.80E-02,-4.61E-02,-2.89E-01,Normal
100,8/14/2022,45:49.8,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-6.52E-02,1.03E-01,-6.28E-02,-1.79E+00,6.33E-01,-2.63E-01,2.54E+00,1.59E+00,-1.70E+00,2.22E-02,-4.37E-02,-2.92E-01,Normal
101,8/14/2022,45:50.3,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-7.58E-02,9.13E-02,-7.47E-02,-1.81E+00,6.95E-01,-2.90E-01,2.63E+00,1.66E+00,-1.92E+00,2.58E-02,-4.67E-02,-2.98E-01,Normal
102,8/14/2022,45:50.8,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-5.62E-02,7.55E-02,-4.87E-02,-1.81E+00,6.44E-01,-2.84E-01,2.21E+00,1.33E+00,-1.51E+00,3.12E-02,-3.54E-02,-2.80E-01,Normal
103,8/14/2022,45:51.3,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-5.98E-02,1.02E-01,-6.18E-02,-1.75E+00,6.18E-01,-2.59E-01,2.34E+00,1.18E+00,-1.39E+00,3.64E-02,-3.41E-02,-2.77E-01,Normal
104,8/14/2022,45:51.8,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-6.79E-02,1.16E-01,-5.89E-02,-1.81E+00,6.90E-01,-2.42E-01,2.37E+00,1.32E+00,-1.38E+00,2.95E-02,-3.10E-02,-2.85E-01,Normal
105,8/14/2022,45:52.3,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-8.23E-02,1.19E-01,-7.86E-02,-1.76E+00,7.00E-01,-2.93E-01,2.38E+00,1.79E+00,-1.67E+00,2.16E-02,-4.29E-02,-2.86E-01,Normal
106,8/14/2022,45:52.8,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-8.42E-02,9.77E-02,-6.60E-02,-1.72E+00,6.95E-01,-2.05E-01,2.28E+00,1.23E+00,-1.27E+00,3.04E-02,-2.95E-02,-2.78E-01,Normal
107,8/14/2022,45:53.3,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-9.08E-02,8.61E-02,-8.97E-02,-1.77E+00,6.85E-01,-3.12E-01,2.55E+00,1.62E+00,-1.61E+00,2.09E-02,-3.82E-02,-2.85E-01,Normal
108,8/14/2022,45:53.8,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-9.88E-02,1.01E-01,-4.18E-02,-1.73E+00,7.06E-01,-2.07E-01,2.55E+00,1.74E+00,-1.64E+00,2.09E-02,-3.94E-02,-2.85E-01,Normal
109,8/14/2022,45:54.3,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-9.13E-02,1.20E-01,-7.68E-02,-1.76E+00,6.38E-01,-2.31E-01,2.63E+00,1.71E+00,-1.73E+00,2.11E-02,-4.04E-02,-2.90E-01,Normal
110,8/14/2022,45:54.8,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-8.55E-02,1.20E-01,-8.49E-02,-1.74E+00,6.13E-01,-2.24E-01,2.54E+00,1.34E+00,-1.54E+00,2.95E-02,-3.68E-02,-2.80E-01,Normal
111,8/14/2022,45:55.3,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-6.49E-02,7.61E-02,-6.67E-02,-1.81E+00,6.85E-01,-2.65E-01,2.55E+00,1.35E+00,-1.53E+00,2.96E-02,-3.82E-02,-2.82E-01,Normal
112,8/14/2022,45:55.8,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-4.03E-02,8.99E-02,-5.26E-02,-1.77E+00,6.70E-01,-2.68E-01,2.47E+00,1.68E+00,-1.57E+00,2.09E-02,-3.53E-02,-2.87E-01,Normal
113,8/14/2022,45:56.3,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-4.35E-02,1.05E-01,-4.38E-02,-1.74E+00,7.32E-01,-2.70E-01,2.40E+00,1.47E+00,-1.71E+00,2.63E-02,-4.33E-02,-2.87E-01,Normal
114,8/14/2022,45:56.8,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-4.76E-02,1.14E-01,-5.24E-02,-1.81E+00,6.95E-01,-2.49E-01,2.46E+00,1.49E+00,-1.78E+00,2.65E-02,-4.10E-02,-2.88E-01,Normal
115,8/14/2022,45:57.3,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-5.49E-02,1.07E-01,-4.02E-02,-1.77E+00,6.39E-01,-2.27E-01,2.36E+00,1.02E+00,-1.37E+00,3.98E-02,-3.29E-02,-2.80E-01,Normal
116,8/14/2022,45:57.8,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-6.69E-02,7.82E-02,-4.32E-02,-1.74E+00,6.79E-01,-2.82E-01,2.61E+00,1.72E+00,-1.84E+00,2.05E-02,-4.30E-02,-2.96E-01,Normal
117,8/14/2022,45:58.3,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-7.76E-02,9.31E-02,-5.85E-02,-1.77E+00,6.23E-01,-2.13E-01,2.57E+00,1.38E+00,-1.73E+00,2.91E-02,-4.04E-02,-2.88E-01,Normal
118,8/14/2022,45:58.8,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-7.33E-02,1.22E-01,-6.96E-02,-1.77E+00,6.90E-01,-3.27E-01,2.52E+00,1.60E+00,-1.61E+00,2.81E-02,-3.81E-02,-2.88E-01,Normal
119,8/14/2022,45:59.3,1,1,1.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-6.03E-02,1.22E-01,-5.12E-02,-1.77E+00,6.23E-01,-2.66E-01,2.49E+00,1.56E+00,-1.75E+00,2.54E-02,-4.23E-02,-2.93E-01,Normal
